year;Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bonaire, Saint Eustatius and Saba;Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cambodia;Canada;Cape Verde;Central African Republic;Chad;Chile;China;Colombia;Comoros;Congo;Cook Islands;Costa Rica;Cote dIvoire;Croatia;Cuba;Curacao;Cyprus;Czech Republic;North Korea;Democratic Republic of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Micronesia (Federated States of);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Greece;Greenland;Grenada;Guadeloupe;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Hong Kong;Hungary;Iceland;India;Indonesia;Iraq;Ireland;Iran;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kosovo;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao;North Macedonia;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Norway;Occupied Palestinian Territory;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Bolivia;Poland;Portugal;Qatar;Cameroon;South Korea;Moldova;South Sudan;Sudan;Reunion;Romania;Russian Federation;Rwanda;Saint Helena;Saint Lucia;Sint Maarten (Dutch part);Samoa;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;Spain;Sri Lanka;Saint Kitts and Nevis;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Thailand;Timor-Leste;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;Tanzania;USA;Uruguay;Uzbekistan;Vanuatu;Venezuela;Viet Nam;Wallis and Futuna Islands;Yemen;Zambia;Zimbabwe
2001;0.217784389;0.879;22.86577604;0.143;2.639448224;0.026;0.081;36.57312882;0.96416512;0.657;98.37736178;19.14265499;7.857892109;0.531;3.842204413;8.470226178;0.3237516;14.94824533;34.40650463;0.122;0.461;0.144;0.100713192;0.070939507;3.61976282;1.05;94.47762009;0.035;1.198;13.36842912;0.270495293;0.056;0.614;152.57701;0.064;0.067;0.137;14.34450296;959.3159922;15.26716376;0.029;0.209;0.01;1.546552132;2.019;5.672284207;6.882064194;1.329489829;1.908918049;34.66820093;19.55908131;0.210091078;15.25088422;0.1;0.03;5.225053462;6.260946847;33.92295817;1.598634024;0.809;0.170945764;4.330330828;1.163915275;0.208;0.039;0.285444692;17.06772169;111.9724394;0.152351312;0.186;1.302377407;0.082;1.018646116;250.1769984;1.837821136;28.76247282;0.168691531;0.053;0.616383171;2.79292022;0.426;0.041;0.476;0.401553862;1.528999027;10.31705757;16.36685923;0.781502709;270.8951159;82.78967818;23.0775222;12.99312974;107.7400011;17.20075582;128.4323002;2.886583081;341.0934135;4.260239446;39.18805114;2.520965831;0.008;0;15.68924328;1.053882355;0.290036577;2.045938732;4.477785427;0.512;0.121924069;13.22671758;0.058586245;3.446253483;2.512949929;0.46;3.255;0.47370242;0.215791578;36.56882237;0.126;0.317;0.727393954;0.028;0.546603944;0.32;0.781;0.046519485;112.0900442;2.147901297;0.455040453;0.007;10.04522301;0.424125053;2.369393089;0.549;0.022;0.883209075;48.09241697;0.512184014;9.413210849;1.070346497;0.178165575;23.66777407;0.002;11.87936681;0.368;5.487656661;29.2375608;0.059;1.89767729;0.875;1.008599072;7.363797073;19.18776102;2.263137498;85.65029293;17.81225363;11.24822829;0.907707744;124.5204096;1.033457615;0.144400551;1.587635987;0.903640989;26.70551034;411.4919674;0.142570835;0.003;0.098;0.158570664;0.042;0.014;80.94652036;1.162145121;13.12742941;0.094;0.118;13.42800555;11.80274835;4.445487437;0.064;0.137;101.3964782;85.5196374;2.818332124;0.048;0.015;0.049;0.644877861;0.299;15.18494774;12.30414869;13.13861893;62.75300218;0.624346629;49.31996077;0;0.316297216;0.024;7.251464662;5.607422495;58.26585533;10.37127749;0.02;0.003;0.386759693;82.84913468;27.45386424;157.2908127;0.829915275;1611.594322;1.372937601;33.4569738;0.024;46.9364214;16.28112573;0.004;4.371406607;0.51462976;3.413952451
2002;0.28701119;1.023;24.40145564;0.145;3.438352563;0.026;0.09;33.94987663;0.839736166;0.665;100.1945682;19.63508725;8.089724597;0.556;4.330789642;8.728505129;0.327393013;14.89721292;34.62459819;0.118;0.575888334;0.152;0.109445474;0.068391328;3.868068011;1.085;94.91402838;0.037;1.161;12.59727641;0.273284048;0.058;0.602;154.1127657;0.075;0.066;0.139;14.86651419;1056.931031;15.12838866;0.029;0.157;0.007;1.704530597;1.899;5.973733064;6.966061644;1.28173394;1.960594666;33.82644333;18.73406201;0.232009094;15.15773294;0.109;0.028;5.717556934;6.755787925;34.32925251;1.656627483;2.124;0.163926073;4.189108382;1.209521451;0.198;0.037;0.240102798;17.7565018;110.7382099;0.138070583;0.187;1.240133348;0.082;0.914834872;245.6253818;1.97398973;28.66292485;0.158220884;0.056;0.643149297;2.926217662;0.443;0.042;0.468;0.487236561;1.601534269;10.77649526;16.10389416;0.816398137;279.2103601;84.83031846;23.55954353;12.57663766;108.5220604;16.18486837;130.459906;2.784546861;349.1048419;4.481560416;43.95114744;2.134070621;0.011;0;15.82451931;1.343026457;0.318168211;2.052467304;4.433336234;0.52;0.118911287;13.15124532;0.060045747;3.465927665;2.724776443;0.414;2.966;0.336284048;0.230932042;36.87724017;0.162;0.33;0.738941298;0.03;0.553462423;0.341;0.787;0.050743889;112.4365959;2.25504661;0.482054988;0.013;10.18184678;0.419502341;2.498355114;0.488;0.021;0.708619921;47.9179369;0.652903421;9.4594756;1.088920248;0.189879541;25.73789309;0.002;11.62445415;0.315;6.887246146;30.81437633;0.058;1.588727406;0.951;1.052746725;7.371718824;19.14747186;2.288128601;83.67462559;19.03621807;11.10879285;0.907571777;130.1273056;1.105823062;0.184039917;2.024529415;0.909849739;26.76035525;408.2133287;0.141613843;0.003;0.098;0.152874732;0.044;0.016;88.89134896;1.210951065;13.92429;0.095;0.137;12.853;11.45600447;4.516132273;0.067;0.16;97.2591179;91.00629159;2.987996828;0.054;0.016;0.051;0.425795405;0.295;15.44950723;11.86340259;10.4911091;64.86080786;0.512347873;52.07706459;0.044;0.360936408;0.028;7.80326897;5.611010873;60.31050794;10.8870654;0.027;0.003;0.394710894;80.69691334;22.84340085;152.8564499;0.951314454;1623.026901;1.243929308;34.80303358;0.023;52.60550516;18.69526523;0.007;4.245188536;0.535177704;3.246680967
2003;0.323676583;1.155;24.84945533;0.146;2.453321488;0.028;0.096;36.74427074;0.943111354;0.699;101.8649145;21.13823772;8.357960202;0.565;4.576826096;9.131903522;0.339865105;15.3125088;35.00282166;0.118;0.653383656;0.153;0.098370064;0.068436831;3.918700873;1.044;94.0625;0.04;1.2200232;13.79187743;0.293270921;0.044;0.649;158.9365681;0.084;0.061;0.203;14.97384825;1240.451388;15.58239738;0.037;0.25;0.008;1.796546034;1.400947867;6.335784488;7.080443049;1.282586724;2.067182893;34.77440341;19.14279936;0.283067355;16.5464921;0.115;0.032;5.825602949;7.299892592;39.9734328;1.756236755;2.173;0.193906381;4.703791863;1.329211883;0.2;0.04;0.283027548;19.83018455;112.3601753;0.176178441;0.202;1.259323398;0.082;1.019432487;245.9475717;2.030158324;29.77340442;0.177341059;0.059;0.651634364;2.851515104;0.464;0.053;0.507;0.464023817;1.8059159;11.79102874;16.8548414;0.814655521;289.1964248;92.9152529;24.77768476;12.46811814;112.8997337;17.03457364;135.3615624;2.911315387;351.3831184;4.634873255;48.84339089;1.797780855;0.012;0;16.27295275;1.46878086;0.33323244;2.108594757;5.057049085;0.527;0.127725767;13.50260744;0.062592696;3.464137185;2.854507752;0.418;3.064;0.458806139;0.246553942;42.71870415;0.138;0.34;0.813122532;0.029;0.595166914;0.352;0.835;0.051950053;119.4753106;2.185555677;0.515609538;0.01;9.980929326;0.506418418;2.66901808;0.514;0.018;0.767026055;48.8562843;0.743874854;9.907464445;1.18319997;0.205916643;27.2947706;0.001;12.00327511;0.349;8.74113882;32.06631766;0.058;1.662119088;1.076;1.100296943;7.153414887;19.16356519;2.725053264;87.22643968;17.64585705;11.27195774;1.009463917;132.6288944;1.2020381;0.205608396;2.261092538;0.858305228;27.97730067;416.3774539;0.138947294;0.003;0.103;0.152976445;0.043;0.018;89.11493292;1.344844951;14.94661595;0.093;0.146;13.493;11.54658373;4.43493943;0.07;0.162;110.3092502;92.16726355;2.989367212;0.054;0.017;0.054;0.419696203;0.274;15.60817477;12.18665526;14.62384596;67.79503275;0.565190106;55.12897845;0.044;0.492557587;0.032;8.802092782;5.711157991;64.54254719;12.1508533;0.028;0.003;0.412867196;83.79297809;28.82607563;155.9694107;1.006343116;1640.785343;1.235504375;34.37117051;0.023;52.25368781;20.75537625;0.007;4.661952768;0.566160744;2.895628486
2004;0.242676583;1.12;23.97744503;0.153;5.103879208;0.033;0.1;42.86118757;1.007422762;0.714;105.5584807;21.19759016;8.75465636;0.559;4.880869243;9.81042889;0.346484716;16.32111251;35.14758954;0.107;0.707860262;0.159;0.079375569;0.071804069;4.220102092;1.063;98.64465066;0.044;1.33;13.53305696;0.300257793;0.054;0.667;158.5040308;0.09;0.06;0.204;16.1097369;1425.697232;14.89335587;0.04;0.259;0.014;1.867270306;2.002;6.247692966;6.883523771;1.345692719;2.129024302;34.98068196;19.57477179;0.313708729;15.03167929;0.111;0.039;4.730674698;7.856350939;40.70505426;1.706826435;2.719;0.20988669;4.740129588;1.407901372;0.204;0.039;0.36597099;18.82115382;112.6921855;0.171920549;0.198;1.271258524;0.088;1.166895686;242.109478;1.952326918;29.89813023;0.174651419;0.056;0.696975198;3.0513938;0.481;0.055;0.526;0.450871882;1.963471447;11.34536042;16.41159526;0.848557408;307.1699696;93.99392169;31.01393277;12.59984747;120.6186117;16.01507471;136.8907838;2.885977947;350.1259828;5.095713639;51.45931755;2.030284159;0.013;0;17.22405114;1.585121547;0.350022896;2.109980555;4.696619814;0.541;0.149146174;13.81793521;0.062601431;3.626447802;3.22841417;0.468;3.031;0.488460829;0.248976877;46.6981452;0.182;0.384;0.776858769;0.032;0.629600929;0.378;0.843;0.056919641;119.7752994;2.339172216;0.557117273;0.013;11.52444214;0.508726213;3.37611804;0.538;0.018;0.704806101;49.37126825;0.686384428;9.8125831;1.194824168;0.220864028;26.93376416;0.001;12.09252183;0.599;7.530690717;35.46937373;0.059;1.558670918;1.224;1.108435317;8.65397656;19.86121671;2.779840815;88.5407261;18.42103946;11.65704235;1.051114789;134.3467041;1.259122407;0.25982106;2.857759707;0.892128254;27.77424868;417.7659167;0.140765027;0.003;0.11;0.160503212;0.045;0.02;107.6923828;1.429646137;16.10522668;0.101;0.142;12.789;11.67773424;4.552388241;0.075;0.162;122.5651441;96.78270924;3.315328215;0.058;0.016;0.06;0.424613945;0.273;15.42062754;12.34617828;13.7512909;70.38291485;0.698824236;59.27147996;0.048;0.475963155;0.03;8.890766741;5.984338962;66.72055471;12.67645037;0.028;0.003;0.438724357;84.70599026;30.51359077;156.3601685;1.155096921;1668.67;1.518783165;34.14798498;0.016;41.28496101;23.94744591;0.007;5.089258778;0.574271592;2.573319434
2005;0.355695142;1.146;29.05918005;0.157;5.187224525;0.035;0.102;44.0595524;1.194369269;0.742;105.7864607;21.57968374;9.35764738;0.52;5.405036276;10.28290953;0.360030568;16.6830285;34.29061152;0.115;0.679511541;0.159;0.103295445;0.071167024;4.379362426;1.117;99.44623362;0.049;1.329;13.82540574;0.306244666;0.042;0.757;157.1649593;0.12;0.059;0.209;16.62841048;1603.863357;16.39181878;0.039;0.271859349;0.017;1.834989769;2.046;6.371600381;6.670880993;1.333753747;2.171122882;34.30093371;20.47222138;0.394388834;14.0574419;0.113;0.039;4.896430468;8.179449755;45.04467455;1.718806417;2.194;0.209866999;4.682356473;1.352655364;0.197;0.033;0.295389698;15.56966783;113.340142;0.162294623;0.214;1.326120438;0.089;1.36942912;236.5440022;1.856679958;31.09469621;0.175788513;0.059;0.65031342;3.304931985;0.498;0.058;0.442;0.470616498;1.864327511;11.93519388;16.45137056;0.812324189;323.6770823;95.24800686;30.77627207;13.1429577;126.5009316;15.42689386;137.079568;2.842941814;352.1755079;5.577727419;55.07633312;2.275750721;0.016;0;19.42296953;1.505069673;0.364905067;2.131706257;4.544266074;0.549;0.178557849;15.55365857;0.062487124;3.853005431;3.298859844;0.499;3.051;0.47122333;0.246953818;49.49039301;0.164;0.397;0.724414785;0.031;0.666202404;0.392;0.899;0.061286081;126.635696;2.339986238;0.477848345;0.011;12.18907442;0.482996211;3.146445554;0.631;0.017;0.81516709;48.28669474;0.766839313;10.24930512;1.165422763;0.193402808;28.86403094;0.001;11.82914847;0.748;8.042413591;36.77854454;0.06;1.902657744;1.196;1.03162964;10.08030708;19.99786091;3.050212363;88.26004887;19.02651626;13.83463603;0.980155532;136.343207;1.347584184;0.248911906;2.736917922;1.007815562;27.36331197;422.3796542;0.140344612;0.003;0.106;0.159079229;0.046;0.021;108.0389628;1.511713593;14.09228007;0.104;0.116;9.953;11.67919899;4.613747382;0.077;0.162;113.5165502;100.8955514;3.2574304;0.054;0.017;0.06;0.433548037;0.277;14.70644553;12.49677244;13.61396395;72.72379913;0.665798855;60.85972266;0.048;0.469866539;0.031;10.35592179;6.077718726;72.10720446;13.16395317;0.033;0.002;0.55074809;85.45799342;31.24390689;155.5573454;1.462740457;1674.268961;1.562955478;31.81664083;0.016;44.71151716;25.84440032;0.008;5.402390568;0.612047657;2.919893319
2006;0.44633675;1.049;27.34794133;0.149;6.032109762;0.039;0.105;47.65529258;1.201307314;0.741;108.4319626;20.95974103;10.67373959;0.506;5.300532102;11.37804803;0.366484716;17.44925907;33.81113218;0.121;0.914603244;0.178;0.102179931;0.074170236;4.745311136;1.128;100.6743996;0.05;1.293;14.16327439;0.370214343;0.05;0.818;155.9524463;0.129;0.062;0.216;17.45341812;1770.96174;16.92263537;0.045;0.307714476;0.015;1.912315578;1.859;6.428536482;6.739367178;1.390037473;2.233231598;34.5233236;20.78881218;0.423633098;16.21963996;0.112;0.039;5.216138714;7.886089294;48.04013758;1.833463868;1.94;0.149821514;4.503912592;1.451467588;0.185;0.033;0.32823739;18.66516033;110.6816514;0.138511726;0.213;1.130857639;0.096;1.663949827;239.7162747;2.499860576;30.69662596;0.180746187;0.063;0.637611828;3.323295411;0.516;0.059;0.412;0.478177362;2.095125165;11.43963111;16.27772228;0.860511397;343.816513;94.62487895;26.73715589;12.9923523;137.4553036;16.96205334;135.6145951;3.159718788;345.8957081;5.602180656;60.35209598;2.547942362;0.018;0;20.02992656;1.479023223;0.479622069;2.267999801;4.037220404;0.556;0.183606367;14.53486725;0.063066296;3.939432033;3.253208067;0.442;2.957;0.455071715;0.250187314;48.79511681;0.207;0.419;0.727604932;0.033;0.649059079;0.388;0.99;0.06639405;130.0669258;2.56707869;0.563;0.011;12.6226572;0.522822583;3.487758921;0.638;0.012;0.670433776;46.97005318;0.738712245;10.24656789;1.205806903;0.187642975;26.69457772;0.001;11.98853712;0.618;10.65684855;39.22663923;0.062;2.053504242;1.175;1.066782751;7.759754103;18.1560109;3.151668657;92.05503325;17.72012959;17.24804584;1.024144765;137.6916481;1.372747626;0.272562285;2.997729439;1.069173156;28.16407707;438.4666635;0.140398472;0.003;0.112;0.165792291;0.047;0.023;117.7106899;1.206984072;16.60434428;0.105;0.158;11.748;11.61498887;4.680812079;0.079;0.162;121.8948112;98.44503322;3.218488275;0.055;0.018;0.059;0.474497763;0.277;14.65683373;12.38358492;14.42180633;75.37090611;0.724663755;61.77144437;0.049;0.409526747;0.035;11.57597452;6.168625188;76.86931903;13.47509469;0.039;0.003;0.650487514;90.79430601;33.22529332;154.9050048;1.604777613;1651.656126;1.80051712;32.57776692;0.013;43.71185212;26.91750593;0.008;5.754605476;0.608929621;2.829001335
2007;0.619160841;1.045;29.58568408;0.147;6.816940896;0.041;0.111;47.55615721;1.391978679;0.77;109.695835;20.22297303;8.313067067;0.511;7.306529581;11.63813537;0.371938865;17.27699944;32.88197192;0.13;1.072860262;0.199;0.101907353;0.083498394;4.769195394;1.154;106.5974345;0.051;2.268;15.2129802;0.434170162;0.055;0.947364083;162.2994996;0.138;0.063;0.233;19.29127948;1904.643;16.4243559;0.029;0.330567207;0.014;2.172691099;1.784;6.786665537;6.615802697;1.564858137;2.320316683;35.01834051;17.32479536;0.463026908;14.91703091;0.126;0.05;5.456585794;9.193645149;50.73889949;1.868335173;1.524;0.153755243;5.464451198;1.593776287;0.188;0.036;0.311230923;18.22199845;107.8622403;0.163882992;0.21;1.11615674;0.096;1.737268382;232.4302207;2.625209723;31.27520064;0.178262967;0.065;0.679104178;3.314658526;0.537;0.063;0.486;0.483734965;2.239556769;11.89204085;15.98079726;0.954173088;370.6745618;105.9648549;16.69470778;13.00865901;139.9179989;17.13971246;133.8980778;2.933742085;355.658891;5.850572589;62.10414407;2.603893729;0.016;0;20.4354013;1.779187507;0.50092327;2.357319942;3.751661174;0.566;0.171611649;13.64012879;0.054786558;4.318791688;3.088691255;0.372;2.561;0.470531458;0.264581034;49.79676947;0.213;0.488;0.747379685;0.034;0.58593782;0.447;1.006;0.069594147;130.9461823;3.296600437;0.561;0.011;13.34954013;0.597397753;3.491885004;0.644;0.012;0.701512255;46.91077484;0.798795866;10.00472235;1.241998384;0.195412586;25.72865872;0.001;12.46342795;0.634;12.00043693;42.53427666;0.069;2.005902458;1.669;1.103046397;9.462079892;19.31303863;3.455933527;91.89563088;17.04344461;17.16719226;1.556522879;142.7136776;1.358775546;0.320196146;3.522034995;1.121363759;27.66384602;437.9228727;0.147974048;0.003;0.116;0.186643469;0.049;0.023;105.4877586;1.327110061;16.25392777;0.11;0.133;12.969;11.18349661;4.725769334;0.082;0.166;126.8559702;100.5857042;3.316569443;0.059;0.018;0.064;0.479362429;0.284;14.45692999;11.83626912;17.93639745;76.36462882;0.880757642;62.61193517;0.05;0.413960699;0.031;12.3456848;6.464051067;85.35390515;15.25384344;0.045;0.003;0.739626023;91.80240544;36.37118323;152.6300269;1.55835371;1673.308995;1.623226243;32.50904967;0.027;40.91814507;27.39137951;0.008;5.654767788;0.626161018;2.684268827
2008;1.146159934;1.166;29.75763595;0.147;6.955858761;0.041;0.114;51.3389738;1.521503821;0.725;111.8048709;20.0524746;9.675150398;0.523;8.10079638;12.36377511;0.440028384;17.86005821;32.80055847;0.119;1.06959451;0.177;0.109574855;0.080313169;5.447229476;1.229;112.6195415;0.052;2.454;14.75956968;0.473129157;0.057;1.059326419;158.1242192;0.128;0.045;0.253;19.32182314;2046.078659;18.19051747;0.03;0.36298951;0.014;2.18066145;1.799;6.440684693;7.671470553;1.505163276;2.378313635;33.56851925;19.1947297;0.494145478;13.97921134;0.136;0.045;5.549081771;8.07125065;53.1561126;1.748012316;1.67;0.111723957;4.878653494;1.75152751;0.172;0.03;0.239906991;15.99798565;105.8331126;0.158733486;0.217;1.136144671;0.1;1.448910111;233.3316445;2.435958298;30.32894149;0.184977609;0.069;0.665767067;2.973025535;0.545;0.062;0.466;0.480523064;2.302850437;11.67865293;15.62447619;1.040242558;399.239608;99.9708768;25.0555138;12.92758561;145.9181418;18.55354158;130.7049133;2.94204012;336.3301665;5.654475261;62.40996008;2.704979458;0.018;2.016;22.46104244;2.059766174;0.581697877;2.237441035;4.753759534;0.58;0.145867822;14.62627418;0.059900224;4.149154084;3.052316505;0.309;2.537;0.485796293;0.296788905;55.12695987;0.23;0.534;0.749763144;0.035;0.589255242;0.484;1.028;0.078795759;134.5468532;3.279662664;0.711;0.013;14.01994529;0.594959906;2.653469411;0.91;0.012;0.914789181;47.72433606;0.777302036;10.29292668;1.191457413;0.218878703;25.86576832;0.002;12.22570961;0.56;11.49291911;42.4007365;0.056;2.001800025;1.308;1.167563865;11.13818667;21.09730309;3.699159843;90.18940616;16.40906145;17.5372928;1.480899651;145.7479468;1.416588428;0.338183758;3.721097445;1.16709081;26.90511012;446.7584769;0.144054585;0.003;0.116;0.179523555;0.044;0.023;117.995745;1.29374855;14.13159832;0.113;0.138;15.713;11.29174997;4.980860797;0.084;0.164;135.0006152;91.91251768;3.271640445;0.059;0.018;0.06;0.528174731;0.279;13.88832947;12.20361569;18.25237326;72.7606441;0.790398472;61.91962076;0.055;0.415605349;0.033;12.03485699;6.641153027;84.4217235;15.46585081;0.047;0.003;0.758628343;88.84626444;42.02229936;148.6075668;1.614339317;1614.104194;2.238435898;33.58047107;0.026;46.03990058;30.92982853;0.006;6.01126292;0.696787026;2.106990733
2009;1.8395131;1.161;32.80154162;0.141;7.523191407;0.04;0.121;48.83984716;1.190865721;0.717;109.5309305;18.36538216;8.694432236;0.532;7.668687575;13.41377511;0.435902967;16.66063835;29.39731634;0.141;1.152979414;0.13;0.100750984;0.082178801;5.605102092;1.052249994;106.3796397;0.052;2.114011682;12.50401156;0.499174868;0.046;1.243746257;149.1840723;0.142;0.044;0.257;17.98594515;2152.437983;19.80259825;0.037;0.470561697;0.013;2.114561269;1.505;5.952114841;7.750086723;1.540127409;2.311291839;31.4516357;14.59115849;0.462348915;13.32314588;0.125;0.044;5.398653252;8.870960975;55.45023811;1.722832593;1.476;0.135729785;3.954406382;1.761311328;0.157;0.04;0.212458935;15.26651777;100.5513622;0.209039978;0.218;1.155252363;0.104;1.674570339;215.6917901;2.04629034;28.48110069;0.161832159;0.069;0.649358231;3.122829478;0.576;0.064;0.521;0.515365896;2.166790939;11.34808948;14.0476682;1.017379702;440.1790038;109.7045137;28.10287575;11.51209583;152.5722863;17.42929761;115.9221981;2.165335153;317.4707781;5.823332916;60.89248412;3.26595304;0.015;2.219;23.73225021;1.838594082;0.728017453;2.034966801;5.719856662;0.605;0.12946255;14.49819119;0.056040117;3.559579193;2.903476601;0.516;2.345;0.465714887;0.298297714;54.77973362;0.241;0.515;0.691203172;0.036;0.627119935;0.535;1.012;0.080057864;129.8862047;3.568227693;0.459;0.012;13.88093142;0.665667624;2.771767962;0.834;0.011;1.127006561;46.27145157;0.80039568;9.520322067;1.213179749;0.262414466;20.43806337;0.001;11.79721616;0.57;11.09550043;42.36374681;0.054;2.309141129;1.389;1.2367631;14.00590301;20.87659133;3.883580734;86.47387546;15.61778525;18.72182231;1.799686032;147.1684803;1.238949754;0.352257398;3.872510427;1.186413068;22.25824651;417.2928697;0.152362588;0.003;0.116;0.18369379;0.046;0.025;127.1409139;1.43495304;12.52595367;0.12;0.137;24.59;10.27153926;4.415052343;0.087;0.163;137.0795425;81.16404878;3.532927055;0.061;0.018;0.076;0.544314335;0.289;12.89634313;11.8816816;16.80192694;68.91539301;0.667023472;66.12274284;0.062;0.748045306;0.036;12.0688611;6.637955784;86.06977008;13.69258935;0.049;0.003;0.81872223;75.68054057;45.16912554;134.7966304;1.575011401;1495.144565;2.168878609;28.99884662;0.033;46.28080096;33.69074093;0.008;6.618828977;0.802493577;1.494627698
2010;2.291970251;1.214;32.15420579;0.141;7.877866436;0.041;0.124;50.96428384;1.160685044;0.684;110.4075381;19.65073405;8.360504367;0.519;7.935435342;14.73568596;0.399565502;17.13287059;31.26192596;0.147;1.277126014;0.166;0.126834839;0.056605996;5.771207399;1.238339322;120.1607533;0.054;2.2;13.06243061;0.555778398;0.081;1.392020742;152.5120108;0.152;0.046;0.272;19.46259698;2351.706522;20.81834716;0.044;0.535419543;0.016;2.044936329;1.655;5.736681519;9.334011098;1.060862955;2.210590548;32.0970069;13.67115996;0.535465806;13.41989736;0.141;0.047;5.609566758;9.504805797;54.8148151;1.724516627;1.857;0.135735993;5.184293531;1.729495392;0.172;0.028;0.327980394;17.495469;102.7206751;0.194384333;0.219;1.305469477;0.118;1.694334796;227.3332718;2.65001301;26.57244176;0.185271272;0.071;0.68369662;3.02884334;0.678;0.065;0.515;0.583195062;2.153483079;10.9341985;14.21091817;0.989259464;457.9386961;123.3437413;30.03980151;11.40663607;155.5054561;18.63725474;119.0375772;2.095331605;331.5546487;5.626453391;67.97677763;3.205456317;0.016;2.285;24.36470038;1.723242916;0.820009033;2.334662859;5.457586033;0.621;0.207577589;16.55371003;0.052069417;3.805974203;3.058747402;0.337;2.32;0.510874174;0.279785927;58.93426692;0.255;0.57;0.704017978;0.037;0.626721901;0.535;1.068;0.081552048;126.5781971;3.771820415;0.661;0.017;14.83766376;0.719035953;3.570612232;0.842;0.012;1.316676904;49.54628444;0.970686371;9.560935174;1.219390123;0.319367817;30.6534429;0.001;12.47025109;0.555;12.80432585;42.07022583;0.057;2.476009456;1.272;1.370576692;15.60410535;22.63992543;4.210142999;91.39943241;14.4696446;19.62887371;1.81824429;162.5506497;1.318478521;0.358419821;3.929476303;1.224397868;21.27277002;440.2601077;0.15649479;0.003;0.133;0.126531049;0.05;0.027;141.2980206;1.872923285;12.47173202;0.121;0.148;15.453;10.48354664;4.484666381;0.09;0.167;127.4372293;77.47617708;3.561950575;0.06;0.018;0.06;0.653849393;0.272;14.49955054;12.29513569;16.57110113;73.73034934;0.692253135;69.70656789;0.064;0.70843286;0.032;12.81588765;7.396612665;85.80241063;15.58680032;0.05;0.003;0.974240925;80.2615509;49.29630339;139.6374535;1.890462424;1549.06835;1.718875419;28.20305677;0.033;50.24128175;37.82345377;0.008;6.318392752;0.851610315;2.150195432
